,instance,solver_config,abs_improvement
2018,blockmap_15_03-0012.edge,jdrasil-b125-n1,0
2062,blockmap_15_03-0013.edge,jdrasil-b125-n1,0
1967,blockmap_15_03-0014.edge,jdrasil-b125-n1,0
1949,blockmap_15_03-0015.edge,jdrasil-b125-n1,0
2070,blockmap_20_01-0000.edge,jdrasil-b125-n1,0
1936,blockmap_20_01-0001.edge,jdrasil-b125-n1,0
2019,blockmap_20_01-0002.edge,jdrasil-b125-n1,0
2058,blockmap_20_01-0003.edge,jdrasil-b125-n1,0
2033,blockmap_20_01-0004.edge,jdrasil-b125-n1,0
1991,blockmap_20_01-0005.edge,jdrasil-b125-n1,0
1943,blockmap_20_01-0006.edge,jdrasil-b125-n1,0
1986,blockmap_20_01-0007.edge,jdrasil-b125-n1,0
2026,blockmap_20_01-0008.edge,jdrasil-b125-n1,0
2071,blockmap_20_01-0009.edge,jdrasil-b125-n1,0
1946,blockmap_20_01-0010.edge,jdrasil-b125-n1,0
2040,blockmap_20_01-0011.edge,jdrasil-b125-n1,0
2032,blockmap_20_01-0012.edge,jdrasil-b125-n1,0
1940,blockmap_20_01-0013.edge,jdrasil-b125-n1,0
1933,blockmap_20_01-0014.edge,jdrasil-b125-n1,0
1976,blockmap_20_01-0015.edge,jdrasil-b125-n1,0
2044,blockmap_20_02-0000.edge,jdrasil-b125-n1,0
2007,blockmap_20_02-0001.edge,jdrasil-b125-n1,0
2083,blockmap_20_02-0002.edge,jdrasil-b125-n1,0
2047,blockmap_20_02-0003.edge,jdrasil-b125-n1,0
2037,blockmap_20_02-0004.edge,jdrasil-b125-n1,0
1993,blockmap_20_02-0005.edge,jdrasil-b125-n1,0
1934,blockmap_20_02-0006.edge,jdrasil-b125-n1,0
2024,blockmap_20_02-0007.edge,jdrasil-b125-n1,0
2080,blockmap_20_02-0008.edge,jdrasil-b125-n1,0
1937,blockmap_20_02-0009.edge,jdrasil-b125-n1,0
1981,blockmap_20_02-0010.edge,jdrasil-b125-n1,0
1983,blockmap_20_02-0011.edge,jdrasil-b125-n1,0
2081,blockmap_20_02-0012.edge,jdrasil-b125-n1,0
2055,blockmap_20_02-0013.edge,jdrasil-b125-n1,0
1985,blockmap_20_02-0014.edge,jdrasil-b125-n1,0
2043,blockmap_20_02-0015.edge,jdrasil-b125-n1,0
2036,blockmap_20_03-0000.edge,jdrasil-b125-n1,0
2073,blockmap_20_03-0001.edge,jdrasil-b125-n1,0
1974,blockmap_20_03-0002.edge,jdrasil-b125-n1,0
1932,blockmap_20_03-0003.edge,jdrasil-b125-n1,0
1945,blockmap_20_03-0004.edge,jdrasil-b125-n1,0
1997,blockmap_20_03-0005.edge,jdrasil-b125-n1,0
2061,blockmap_20_03-0006.edge,jdrasil-b125-n1,0
2078,blockmap_20_03-0007.edge,jdrasil-b125-n1,0
2039,blockmap_20_03-0008.edge,jdrasil-b125-n1,0
1935,blockmap_20_03-0009.edge,jdrasil-b125-n1,0
2023,blockmap_20_03-0010.edge,jdrasil-b125-n1,0
2079,blockmap_20_03-0011.edge,jdrasil-b125-n1,0
1938,blockmap_20_03-0012.edge,jdrasil-b125-n1,0
2030,blockmap_20_03-0013.edge,jdrasil-b125-n1,0
1956,blockmap_20_03-0014.edge,jdrasil-b125-n1,0
1960,blockmap_20_03-0015.edge,jdrasil-b125-n1,0
1992,fs-13.edge,jdrasil-b125-n1,0
1964,fs-16.edge,jdrasil-b125-n1,0
1968,fs-19.edge,jdrasil-b125-n1,0
1963,fs-22.edge,jdrasil-b125-n1,0
2050,fs-25.edge,jdrasil-b125-n1,0
1954,relational_2.edge,jdrasil-b125-n1,0
1947,relational_4.edge,jdrasil-b125-n1,0
1961,relational_5.edge,jdrasil-b125-n1,0
3005,move.sh,htd-b175-n1,0
3006,results.txt,htd-b175-n1,0
30112,Cell120.gr,tcs-b150-n1,10
3065,RKT_500_80_30_0.gr,htd-b175-n1,0
3069,RandomGNM_500_500.gr,htd-b175-n1,0
6434,RandomHolmeKim_700_2_2.gr,jdrasil-b150-n1,2
6655,RandomTriangulation_800.gr,tcs-b125-n1,3
15042,aes_32_3_keyfind_1.gaifman.gr,jdrasil-b125-n1,10
3068,aes_64_1_keyfind_1.gaifman.gr,htd-b175-n1,0
3070,dimacs_homer.gr,htd-b175-n1,0
3063,fuzix_vfscanf_vfscanf.gr,htd-b175-n1,0
3066,stdlib_print_format.gr,htd-b175-n1,0
5254,BiggsSmithGraph.gr,tcs-b50-n1,1
6404,BubbleSortGraph_5.gr,jdrasil-b150-n1,5
3036,CycleGraph_100.gr,htd-b175-n1,0
26390,DejterGraph.gr,tcs-b100-n1,6
3051,FibonacciTree_10.gr,htd-b175-n1,0
6646,HallJankoGraph.gr,tcs-b125-n1,4
6653,HigmanSimsGraph.gr,tcs-b125-n1,5
5272,LjubljanaGraph.gr,tcs-b50-n1,1
3027,RKT_100_80_30_0.gr,htd-b175-n1,0
3057,RKT_100_90_30_0.gr,htd-b175-n1,0
3026,RandomBarabasiAlbert_100_2.gr,htd-b175-n1,0
6539,RandomBarabasiAlbert_100_5.gr,tcs-b75-n1,1
3035,RandomGNM_100_100.gr,htd-b175-n1,0
5267,RandomNewmanWattsStrogatz_100_5_3.gr,tcs-b50-n1,2
3056,SquaredSkewHadamardMatrixGraph_3.gr,htd-b175-n1,0
3024,StarGraph_100.gr,htd-b175-n1,0
6416,Tutte12Cage.gr,jdrasil-b150-n1,1
3030,WheelGraph_100.gr,htd-b175-n1,0
3016,WorldMap.gr,htd-b175-n1,0
3014,contiki_contikimac_input_packet.gr,htd-b175-n1,0
3046,contiki_contikimac_powercycle.gr,htd-b175-n1,0
3013,contiki_httpd-cfs_send_headers.gr,htd-b175-n1,0
3009,contiki_ifft_ifft.gr,htd-b175-n1,0
3032,contiki_ircc_handle_connection.gr,htd-b175-n1,0
3022,contiki_lpp_dutycycle.gr,htd-b175-n1,0
3047,contiki_lpp_send_packet.gr,htd-b175-n1,0
3041,contiki_uip_uip_connect.gr,htd-b175-n1,0
3033,contiki_webclient_senddata.gr,htd-b175-n1,0
3050,dimacs_anna.gr,htd-b175-n1,0
6398,dimacs_fpsol2.i.1-pp.gr,jdrasil-b150-n1,11
3042,dimacs_fpsol2.i.3-pp.gr,htd-b175-n1,0
3058,dimacs_games120.gr,htd-b175-n1,0
3061,dimacs_inithx.i.3-pp.gr,htd-b175-n1,0
3018,dimacs_miles1000.gr,htd-b175-n1,0
3040,dimacs_miles250.gr,htd-b175-n1,0
3043,dimacs_miles750.gr,htd-b175-n1,0
6421,dimacs_mulsol.i.1.gr,jdrasil-b150-n1,1
3020,dimacs_mulsol.i.2.gr,htd-b175-n1,0
3044,dimacs_mulsol.i.3.gr,htd-b175-n1,0
3017,dimacs_mulsol.i.5.gr,htd-b175-n1,0
3053,dimacs_queen11_11.gr,htd-b175-n1,0
6419,dimacs_queen12_12.gr,jdrasil-b150-n1,1
6382,dimacs_queen13_13.gr,jdrasil-b150-n1,1
30066,dimacs_queen14_14.gr,tcs-b150-n1,6
3045,fuzix_devf_fd_transfer.gr,htd-b175-n1,0
3019,fuzix_filesys_i_open.gr,htd-b175-n1,0
3059,fuzix_malloc___insert_chunk.gr,htd-b175-n1,0
3011,fuzix_nanosleep_clock_nanosleep.gr,htd-b175-n1,0
3048,fuzix_regexp_regcomp.gr,htd-b175-n1,0
3010,fuzix_setenv_setenv.gr,htd-b175-n1,0
3023,fuzix_sysconf_sysconf.gr,htd-b175-n1,0
3012,fuzix_tty_tty_read.gr,htd-b175-n1,0
3028,stdlib_gmtime.gr,htd-b175-n1,0
3029,stdlib_sincoshf.gr,htd-b175-n1,0
2999,GTFS_VBB_EndeApr_Dez2016.zip_tram.gr,htd-b175-n1,0
2998,RingedTree_10.gr,htd-b175-n1,0
2996,"BalancedTree_3,5.gr",htd-b175-n1,0
2967,CameronGraph.gr,htd-b175-n1,0
6342,JohnsonGraph_10_4.gr,jdrasil-b150-n1,2
2978,RKT_300_75_30_0.gr,htd-b175-n1,0
2970,RKT_300_90_30_0.gr,htd-b175-n1,0
6344,RandomGNM_250_1000.gr,jdrasil-b150-n1,5
2993,RandomHolmeKim_300_2_2.gr,htd-b175-n1,0
2987,RandomNewmanWattsStrogatz_250_10_3.gr,htd-b175-n1,0
2972,RingedTree_8.gr,htd-b175-n1,0
2997,contiki_dhcpc_handle_dhcp.gr,htd-b175-n1,0
2976,contiki_powertrace_powertrace_print.gr,htd-b175-n1,0
2974,dimacs_fpsol2.i.1.gr,htd-b175-n1,0
2966,dimacs_fpsol2.i.3.gr,htd-b175-n1,0
6358,dimacs_inithx.i.1.gr,jdrasil-b150-n1,2
2994,dimacs_inithx.i.2-pp.gr,htd-b175-n1,0
2988,dimacs_inithx.i.2.gr,htd-b175-n1,0
2969,dimacs_le450_15a-pp.gr,htd-b175-n1,0
2986,dimacs_le450_15a.gr,htd-b175-n1,0
2990,dimacs_le450_15b.gr,htd-b175-n1,0
2971,dimacs_le450_15c.gr,htd-b175-n1,0
2985,dimacs_le450_15d.gr,htd-b175-n1,0
2961,dimacs_le450_25a-pp.gr,htd-b175-n1,0
2973,dimacs_le450_25a.gr,htd-b175-n1,0
2984,dimacs_le450_25b-pp.gr,htd-b175-n1,0
2992,dimacs_le450_25b.gr,htd-b175-n1,0
2979,dimacs_le450_25c.gr,htd-b175-n1,0
2980,dimacs_le450_25d.gr,htd-b175-n1,0
2982,dimacs_le450_5a.gr,htd-b175-n1,0
2995,dimacs_le450_5b.gr,htd-b175-n1,0
2962,dimacs_le450_5c.gr,htd-b175-n1,0
2964,dimacs_le450_5d.gr,htd-b175-n1,0
6554,dimacs_queen15_15.gr,tcs-b125-n1,7
6332,dimacs_queen16_16.gr,jdrasil-b150-n1,8
2989,dimacs_school1-pp.gr,htd-b175-n1,0
2983,dimacs_school1.gr,htd-b175-n1,0
6348,dimacs_school1_nsh-pp.gr,jdrasil-b150-n1,3
2968,dimacs_school1_nsh.gr,htd-b175-n1,0
3007,AProVE07-03.gaifman.gr,htd-b175-n1,0
3008,DorogovtsevGoltsevMendesGraph.gr,htd-b175-n1,0
3002,6s10.gaifman.gr,htd-b175-n1,0
3000,6s11-opt.gaifman.gr,htd-b175-n1,0
3003,6s12.gaifman.gr,htd-b175-n1,0
3001,AProVE07-01.gaifman.gr,htd-b175-n1,0
3004,EUR.gr.xz,htd-b175-n1,0
124,move.sh,jdrasil-b50-n1,0
125,results.txt,jdrasil-b50-n1,0
297,action_20150129_0101.gml.lp.gr,jdrasil-b50-n1,1
235,austin_2015-12.gml.lp.gr,jdrasil-b50-n1,1
4622,bc-transit-archiver_20130419_0317.gml.lp.gr,jdrasil-b150-n1,1
4645,bc-transit-archiver_20130426_0318.gml.lp.gr,jdrasil-b150-n1,1
245,best_20150714_1102.gml.lp.gr,jdrasil-b50-n1,2
1397,bkk_20151219_0150.gml.lp.gr,tcs-b100-n1,3
4658,bkv-zrt_20120422_0314.gml.lp.gr,jdrasil-b150-n1,9
239,brampton-transit_20140905_1826.gml.lp.gr,jdrasil-b50-n1,2
233,broward-county-transit_20150417_1831.gml.lp.gr,jdrasil-b50-n1,3
1411,budapest_gtfs.gml.lp.gr,tcs-b100-n1,2
4655,buffalo_niagara_region_ny_2015-12-17.gml.lp.gr,jdrasil-b150-n1,3
1376,capital-metro_20141218_0131.gml.lp.gr,tcs-b100-n1,1
266,capmetro_20150628_0130.gml.lp.gr,jdrasil-b50-n1,1
237,central-ohio-transit-authority_20140902_2141.gml.lp.gr,jdrasil-b50-n1,0
7961,champaign-urbana-mass-transit-district_20151217_1253.gml.lp.gr,jdrasil-b100-n1,1
274,champaign-urbana_il_2016-01.gml.lp.gr,jdrasil-b50-n1,0
300,chicago-transit-authority_20151217_1219.gml.lp.gr,jdrasil-b50-n1,0
234,chicago_2015-12.gml.lp.gr,jdrasil-b50-n1,0
301,cleveland_2016-01.gml.lp.gr,jdrasil-b50-n1,0
308,comune-di-milano_20151202_1900.gml.lp.gr,jdrasil-b50-n1,2
1093,connectoos.com_20150906_0927.gml.lp.gr,htd-b150-n1,2
1084,dallas-area-rapid-transit_20151216_1427.gml.lp.gr,htd-b150-n1,1
15432,dallas_2015-08-17.gml.lp.gr,jdrasil-b75-n1,5
7977,dallas_2015-09-21.gml.lp.gr,jdrasil-b100-n1,6
1439,dallas_2015-10-19.gml.lp.gr,tcs-b100-n1,3
21423,dart-archiver_20111024_0319.gml.lp.gr,tcs-b125-n1,4
313,delaware-department-of-transportation_20101101_1838.gml.lp.gr,jdrasil-b50-n1,1
1410,ecobici.stats_20141007_2248.gml.lp.gr,tcs-b100-n1,2
303,empresa-publica-de-transportes-e-circulao_20141104_0243.gml.lp.gr,jdrasil-b50-n1,0
292,export-TER-GTFS-LAST.gml.lp.gr,jdrasil-b50-n1,0
248,fairfax-connector_20151202_1555.gml.lp.gr,jdrasil-b50-n1,0
265,gbrail.info_20130817_2226.gml.lp.gr,jdrasil-b50-n1,1
231,greater-cleveland-regional-transit-authority_20140529_0333.gml.lp.gr,jdrasil-b50-n1,1
1122,guy@connectoos.com_20150906_0927.gml.lp.gr,htd-b150-n1,2
298,"hampton_roads_2016-01,.gml.lp.gr",jdrasil-b50-n1,0
241,honolulu_2016-01.gml.lp.gr,jdrasil-b50-n1,0
7941,kansas_city_2016-01.gml.lp.gr,jdrasil-b100-n1,4
4626,kcata_20151219_0125.gml.lp.gr,jdrasil-b150-n1,9
261,kolumbus_20151219_0149.gml.lp.gr,jdrasil-b50-n1,0
289,kolumbus_norway_2016-01.gml.lp.gr,jdrasil-b50-n1,2
299,longueuil_qc_2016-01.gml.lp.gr,jdrasil-b50-n1,0
1373,louisville_ky_2015-12-22.gml.lp.gr,tcs-b100-n1,1
311,madison_wi_2016-01.gml.lp.gr,jdrasil-b50-n1,2
250,massachusetts_pvrta_2009-10-22.gml.lp.gr,jdrasil-b50-n1,1
1433,metro-st-louis_20130916_1522.gml.lp.gr,tcs-b100-n1,5
307,metro-transit-city-of-madison_20151217_0832.gml.lp.gr,jdrasil-b50-n1,2
1379,milwaukee-county-transit-system_20151217_1325.gml.lp.gr,tcs-b100-n1,4
1414,miway_20141023_1340.gml.lp.gr,tcs-b100-n1,4
236,montgomery-county-md-ride-on_20151217_1442.gml.lp.gr,jdrasil-b50-n1,2
290,mts_20151216_1447.gml.lp.gr,jdrasil-b50-n1,1
264,new_york_bus_2015-12-24.gml.lp.gr,jdrasil-b50-n1,1
279,new_york_staten_brooklyn_bus_2015-12-23.gml.lp.gr,jdrasil-b50-n1,2
257,new_york_staten_island_bus_2015-12-23.gml.lp.gr,jdrasil-b50-n1,0
4691,nfta-metro_20151219_0131.gml.lp.gr,jdrasil-b150-n1,3
7953,orange-county-transportation-authority_20151202_1534.gml.lp.gr,jdrasil-b100-n1,5
7937,orange_county_2015-12.gml.lp.gr,jdrasil-b100-n1,5
271,penillas_county_fl_2016-01.gml.lp.gr,jdrasil-b50-n1,1
268,portland-metro-area.gml.lp.gr,jdrasil-b50-n1,1
232,portland_2015-12.gml.lp.gr,jdrasil-b50-n1,1
305,portland_2016-01.gml.lp.gr,jdrasil-b50-n1,1
280,psta_20151216_1523.gml.lp.gr,jdrasil-b50-n1,1
256,pvta_20151217_1050.gml.lp.gr,jdrasil-b50-n1,1
1409,rhode-island-public-transit-authority_20120920_0331.gml.lp.gr,tcs-b100-n1,1
229,ripta_20150825_0113.gml.lp.gr,jdrasil-b50-n1,1
25930,rochester-genesee-regional-transportation-authority_20151219_0120.gml.lp.gr,tcs-b75-n1,5
25979,rochester_ny_2015-12-18.gml.lp.gr,tcs-b75-n1,5
228,rseau-de-transport-de-la-capitale-rtc_20131119_1739.gml.lp.gr,jdrasil-b50-n1,0
286,rseau-de-transport-de-longueuil_20151217_1019.gml.lp.gr,jdrasil-b50-n1,0
288,samtrans_20130704_1259.gml.lp.gr,jdrasil-b50-n1,0
1387,san-francisco-municipal-transportation-agency_20151216_1446.gml.lp.gr,tcs-b100-n1,5
304,san_antonio_tx_2016-01.gml.lp.gr,jdrasil-b50-n1,1
278,san_diego_2016-01.gml.lp.gr,jdrasil-b50-n1,1
243,santa_clara_ca_2016-01.gml.lp.gr,jdrasil-b50-n1,1
242,southwest-ohio-regional-transit-authority_20121005_1622.gml.lp.gr,jdrasil-b50-n1,0
4667,st_louis_mo_2015-11-19.gml.lp.gr,jdrasil-b150-n1,3
1380,tbc_20120105_0426.gml.lp.gr,tcs-b100-n1,4
4641,the-metro_20110104_0843.gml.lp.gr,jdrasil-b150-n1,2
314,thebus_20130419_0809.gml.lp.gr,jdrasil-b50-n1,1
295,thomaskoch_20130224_1543.gml.lp.gr,jdrasil-b50-n1,0
1389,thomaskoch_20130417_1934.gml.lp.gr,tcs-b100-n1,4
25985,thomaskoch_20130528_1213.gml.lp.gr,tcs-b75-n1,3
15409,transit-authority-of-river-city_20140813_2016.gml.lp.gr,jdrasil-b75-n1,3
294,trimet-archiver_20151219_0104.gml.lp.gr,jdrasil-b50-n1,1
16750,utah-transit-authority_20151217_1021.gml.lp.gr,tcs-b50-n1,1
1420,via-metropolitan-transit_20150930_1536.gml.lp.gr,tcs-b100-n1,6
1396,vta_20140729_2023.gml.lp.gr,tcs-b100-n1,4
238,winnipeg-transit_20151219_0147.gml.lp.gr,jdrasil-b50-n1,0
4612,york_county_ca_2016-01.gml.lp.gr,jdrasil-b150-n1,6
188,alexandria-transit-company-dash_20151202_1518.gml.lp.gr,jdrasil-b50-n1,0
199,anchorage-people-mover_20150328_0007.gml.lp.gr,jdrasil-b50-n1,0
152,ann-arbor-area-transportation-authority_20150224_1657.gml.lp.gr,jdrasil-b50-n1,0
222,ann-arbor-transportation-authority_20120521_1947.gml.lp.gr,jdrasil-b50-n1,0
172,barrie-transit_20150717_0210.gml.lp.gr,jdrasil-b50-n1,0
181,belgium_2014.gml.lp.gr,jdrasil-b50-n1,0
223,belgium_2015.gml.lp.gr,jdrasil-b50-n1,0
157,belgium_2016.gml.lp.gr,jdrasil-b50-n1,0
162,bibus_20151216_1418.gml.lp.gr,jdrasil-b50-n1,0
216,c-tran_20151202_1648.gml.lp.gr,jdrasil-b50-n1,0
187,capital-area-transit_20150218_1730.gml.lp.gr,jdrasil-b50-n1,0
192,capital-area-transportation-authority_20150918_1406.gml.lp.gr,jdrasil-b50-n1,0
212,carta_20140520_1901.gml.lp.gr,jdrasil-b50-n1,0
210,central-arkansas-transit-authority_20120522_1545.gml.lp.gr,jdrasil-b50-n1,0
163,central_contra_costa_county_ca_2016-01.gml.lp.gr,jdrasil-b50-n1,0
173,chapel-hill-transit_20150227_1732.gml.lp.gr,jdrasil-b50-n1,1
159,charleston-area-regional-transportation-authority_20151216_1521.gml.lp.gr,jdrasil-b50-n1,0
158,cherriots_20151217_1111.gml.lp.gr,jdrasil-b50-n1,0
194,cit-la-presqule_20150904_1400.gml.lp.gr,jdrasil-b50-n1,0
175,cit-valle-du-richelieu_20150821_1712.gml.lp.gr,jdrasil-b50-n1,0
213,city-of-albany-linn-benton-loop-archiver_20130218_0424.gml.lp.gr,jdrasil-b50-n1,1
153,citybus_20151001_1343.gml.lp.gr,jdrasil-b50-n1,1
168,community-transit_20150319_0942.gml.lp.gr,jdrasil-b50-n1,0
185,county-connection_20151217_1304.gml.lp.gr,jdrasil-b50-n1,0
195,cts_20130915_1535.gml.lp.gr,jdrasil-b50-n1,1
186,duluth-transit-authority_20120906_0315.gml.lp.gr,jdrasil-b50-n1,0
156,durham-area-transit-authority_20150227_1734.gml.lp.gr,jdrasil-b50-n1,0
211,embark_20150826_2040.gml.lp.gr,jdrasil-b50-n1,0
154,escambia-county-area-transit_20151216_1643.gml.lp.gr,jdrasil-b50-n1,0
196,everett-transit_20150319_0949.gml.lp.gr,jdrasil-b50-n1,0
214,go-transit_20151219_0133.gml.lp.gr,jdrasil-b50-n1,0
190,golden-empire-transit-district_20141022_0117.gml.lp.gr,jdrasil-b50-n1,0
165,golden-gate-transit_20151217_1433.gml.lp.gr,jdrasil-b50-n1,0
226,gtfs-lines-last.gml.lp.gr,jdrasil-b50-n1,0
182,intercity-transit_20151216_1518.gml.lp.gr,jdrasil-b50-n1,0
221,kingston-transit_20140526_1325.gml.lp.gr,jdrasil-b50-n1,1
191,ladot_20151217_1313.gml.lp.gr,jdrasil-b50-n1,0
184,lakeland_20110518_2050.gml.lp.gr,jdrasil-b50-n1,0
160,manatee-county-area-transit_20151219_0128.gml.lp.gr,jdrasil-b50-n1,0
1328,massachusetts_wrta_2015-01-24.gml.lp.gr,tcs-b100-n1,1
179,metra_20130308_0424.gml.lp.gr,jdrasil-b50-n1,0
161,minnesota_valley_2016-01.gml.lp.gr,jdrasil-b50-n1,0
171,modesto-area-express_20151217_1103.gml.lp.gr,jdrasil-b50-n1,0
225,modesto_ca_2015-12-10.gml.lp.gr,jdrasil-b50-n1,0
164,mountain-metropolitan-transit_20100706_1325.gml.lp.gr,jdrasil-b50-n1,0
166,mv-start-zrt_20120319_0356.gml.lp.gr,jdrasil-b50-n1,0
183,mvta-archiver_20151216_1601.gml.lp.gr,jdrasil-b50-n1,0
224,nmbssncb_20150811_0804.gml.lp.gr,jdrasil-b50-n1,0
205,omnibus-solutions-ltd_20150902_0841.gml.lp.gr,jdrasil-b50-n1,0
178,people-mover_20150203_2012.gml.lp.gr,jdrasil-b50-n1,0
208,rabbit-transit_20141105_2006.gml.lp.gr,jdrasil-b50-n1,0
204,regional-transportation-agency-of-central-maryland_20150811_1652.gml.lp.gr,jdrasil-b50-n1,0
189,rseau-stan_20131006_1241.gml.lp.gr,jdrasil-b50-n1,0
193,rtc-ride_20141220_0137.gml.lp.gr,jdrasil-b50-n1,0
218,salem-keizer-metro-area-or-us.gml.lp.gr,jdrasil-b50-n1,0
203,salem_or_2016-01.gml.lp.gr,jdrasil-b50-n1,0
217,space-coast-area-transit_20151216_1729.gml.lp.gr,jdrasil-b50-n1,0
170,spacecoast_fl_2015-12-02.gml.lp.gr,jdrasil-b50-n1,0
167,stebazzi81_20151219_2019.gml.lp.gr,jdrasil-b50-n1,0
198,the-bus_20151217_0906.gml.lp.gr,jdrasil-b50-n1,0
219,the-rapid_20141219_1524.gml.lp.gr,jdrasil-b50-n1,0
155,thunder-bay-transit_20140717_1238.gml.lp.gr,jdrasil-b50-n1,0
169,transilien-archiver_20151219_0118.gml.lp.gr,jdrasil-b50-n1,0
215,transit-windsor_20150531_2336.gml.lp.gr,jdrasil-b50-n1,0
220,tus_20150914_2049.gml.lp.gr,jdrasil-b50-n1,0
177,tuvisa-euskotran_20151219_0143.gml.lp.gr,jdrasil-b50-n1,0
200,vancouver-wa-us.gml.lp.gr,jdrasil-b50-n1,0
206,vilniaus-vieasis-transportas_20130407_1539.gml.lp.gr,jdrasil-b50-n1,0
176,vitoria-gasteiz_2016-01.gml.lp.gr,jdrasil-b50-n1,0
202,washoe_county_nv_2016-01.gml.lp.gr,jdrasil-b50-n1,0
180,waukesha-county-transit_20151216_1950.gml.lp.gr,jdrasil-b50-n1,0
174,whatcom-transportation-authority_20130402_2249.gml.lp.gr,jdrasil-b50-n1,0
209,yolo_county_ca_2015_12_03.gml.lp.gr,jdrasil-b50-n1,0
207,yolobus-yolo-county_20151216_1734.gml.lp.gr,jdrasil-b50-n1,0
197,yolobus_20121208_0411.gml.lp.gr,jdrasil-b50-n1,0
4468,a1210993_20150717_0403.gml.lp.gr,jdrasil-b150-n1,1
1204,ac-transit_20150218_1708.gml.lp.gr,tcs-b100-n1,1
1205,adelaide_2016-01.gml.lp.gr,tcs-b100-n1,2
96,auckland-regional-transport-authority_20110207_0347.normalized.gml.lp.gr,jdrasil-b50-n1,2
110,cango.transit.update_20150409_1736.normalized.gml.lp.gr,jdrasil-b50-n1,2
4487,cango.transit.update_20151216_1627.gml.lp.gr,jdrasil-b150-n1,2
1242,chicago_2016-01.gml.lp.gr,tcs-b100-n1,1
1229,denver_2016-01.gml.lp.gr,tcs-b100-n1,1
106,edmonton-transit-system_20150902_0111.gml.lp.gr,jdrasil-b50-n1,0
87,empresa-municipal-de-transportes_20151219_0107.gml.lp.gr,jdrasil-b50-n1,2
4502,google_transit.gml.lp.gr,jdrasil-b150-n1,5
4477,huston_2015-12.gml.lp.gr,jdrasil-b150-n1,1
100,informacin-oficial-consorcio-regional-de-transportes-de-madrid_20110818_0819.gml.lp.gr,jdrasil-b50-n1,0
4470,kingcounty-archiver_20151217_1106.gml.lp.gr,jdrasil-b150-n1,7
4464,kingcounty_2015-12-23.gml.lp.gr,jdrasil-b150-n1,7
1238,la-metro_20101211_0848.gml.lp.gr,tcs-b100-n1,6
107,lansing_mi_2016-01.gml.lp.gr,jdrasil-b50-n1,1
21289,los_angeles_2016-01.gml.lp.gr,tcs-b125-n1,6
80,madrid_spain_2016-01.gml.lp.gr,jdrasil-b50-n1,1
1217,massachusetts-archiver_20151219_0121.gml.lp.gr,tcs-b100-n1,6
1211,massachusetts_bay_2015-12.gml.lp.gr,tcs-b100-n1,7
21295,metro-los-angeles_20151216_1820.normalized.gml.lp.gr,tcs-b125-n1,6
79,metropolitan-atlanta-rapid-transit-authority_20151217_1331.gml.lp.gr,jdrasil-b50-n1,0
1230,metropolitan-transit-authority-of-harris-county_20150228_0202.gml.lp.gr,tcs-b100-n1,9
91,miami-dade-transit_20151219_0136.gml.lp.gr,jdrasil-b50-n1,1
119,miami-dade_2016-01.gml.lp.gr,jdrasil-b50-n1,1
1216,milwaukee_2016-01.gml.lp.gr,tcs-b100-n1,2
25796,mta-maryland-archiver_20111026_0315.gml.lp.gr,tcs-b75-n1,5
1245,mta-maryland-archiver_20150819_0130.gml.lp.gr,tcs-b100-n1,6
25777,oc-transpo_20131119_1910.gml.lp.gr,tcs-b75-n1,2
83,pace-suburban-bus-service_20121002_0305.gml.lp.gr,jdrasil-b50-n1,0
1219,pace_20151219_0144.gml.lp.gr,tcs-b100-n1,1
1248,pittsburgh_CleverTrip_2015-11-4.gml.lp.gr,tcs-b100-n1,3
1225,pittsburgh_bing_2015-11-23.gml.lp.gr,tcs-b100-n1,3
25800,port-authority-of-allegheny-county_20140619_0109.gml.lp.gr,tcs-b75-n1,3
101,quebec_2016-01.gml.lp.gr,jdrasil-b50-n1,2
928,regional-transportation-district_20151219_0114.gml.lp.gr,htd-b150-n1,1
122,rijard.barnes_20150215_0640.gml.lp.gr,jdrasil-b50-n1,0
1231,socit-de-transport-de-montral_20151217_1107.gml.lp.gr,tcs-b100-n1,1
108,stebazzi81_20151219_1954.gml.lp.gr,jdrasil-b50-n1,0
4494,torino_2016-01.gml.lp.gr,jdrasil-b150-n1,3
27045,tptmdz_20150710_1428.gml.lp.gr,jdrasil-b125-n1,7
4463,translink-archiver_20151219_0124.gml.lp.gr,jdrasil-b150-n1,5
85,trasporti-regionali-della-sardegna_20131105_0940.gml.lp.gr,jdrasil-b50-n1,1
4479,vancouver_2016-01.gml.lp.gr,jdrasil-b150-n1,5
1236,victoria_regional_transit_2016-01.gml.lp.gr,tcs-b100-n1,3
114,york-region-transit_20151219_0115.gml.lp.gr,jdrasil-b50-n1,1
71,abq-ride_20151004_0137.gml.lp.gr,jdrasil-b50-n1,1
59,bbodenmiller_20150319_0954.gml.lp.gr,jdrasil-b50-n1,0
2,brescia-trasporti-spa_20150710_1423.gml.lp.gr,jdrasil-b50-n1,0
42,burlington-transit_20150928_2046.gml.lp.gr,jdrasil-b50-n1,0
1172,cdta_20151216_1721.gml.lp.gr,tcs-b100-n1,1
63,cit-des-laurentides_20140107_0139.gml.lp.gr,jdrasil-b50-n1,0
33,cit-laurentides_20150918_1419.gml.lp.gr,jdrasil-b50-n1,0
5,cityofmadison-archiver_20130830_1512.gml.lp.gr,jdrasil-b50-n1,1
